s,cost
0.5,0.07896893822264109
0.51,0.08071250862947388
0.52,0.08247353727827168
0.53,0.08425106578388585
0.54,0.0860440699266198
0.55,0.08785145876023141
0.56,0.08967207389850511
0.5700000000000001,0.09150468899648131
0.5800000000000001,0.09334800944249014
0.5900000000000001,0.09520067227706422
0.6000000000000001,0.09706124635459326
0.6100000000000001,0.09892823276321885
0.6200000000000001,0.100800065517937
0.6300000000000001,0.10267511254117265
0.6400000000000001,0.10455167694420249
0.6500000000000001,0.10642799862172121
0.6600000000000001,0.10830225617057113
0.6700000000000002,0.11017256914217512
0.6800000000000002,0.11203700063653207
0.6900000000000002,0.11389356024375183
0.7000000000000002,0.11574020733702478
0.7100000000000002,0.11757485471865312
0.7200000000000002,0.11939537261831817
0.7300000000000002,0.12119959304014528
0.7400000000000002,0.12298531445236252
0.7500000000000002,0.12475030681046098
0.7600000000000002,0.12649231690177362
0.7700000000000002,0.12820907399632378
0.7800000000000002,0.129898295785692
0.7900000000000003,0.13155769458853447
0.8000000000000003,0.1331849837983074
0.8100000000000003,0.13477788454573886
0.8200000000000003,0.13633413254569093
0.8300000000000003,0.13785148509530668
0.8400000000000003,0.13932772818778694
0.8500000000000003,0.1407606837038273
0.8600000000000003,0.14214821664071242
0.8700000000000003,0.14348824233734422
0.8800000000000003,0.14477873365211757
0.8900000000000003,0.14601772804957555
0.9000000000000004,0.14720333455120801
0.9100000000000004,0.14833374050562292
0.9200000000000004,0.14940721813363964
0.9300000000000004,0.15042213080462907
0.9400000000000004,0.15137693900167035
0.9500000000000004,0.15227020593479706
0.9600000000000004,0.1531006027637595
0.9700000000000004,0.15386691339431183
0.9800000000000004,0.15456803881502454
0.9900000000000004,0.15520300094498377
1.0000000000000004,0.15577094596643842
1.0100000000000005,0.15627114712043966
1.0200000000000005,0.1567030069477528
1.0300000000000005,0.15706605896173256
1.0400000000000005,0.1573599687444071
1.0500000000000005,0.15758453446163656
1.0600000000000005,0.15773968679785233
1.0700000000000005,0.15782548831547588
1.0800000000000005,0.15784213224861288
1.0900000000000005,0.1577899407449492
1.1000000000000005,0.15766936257391068
1.1100000000000005,0.15748097032301292
1.1200000000000006,0.15722545710790803
1.1300000000000006,0.15690363282486508
1.1400000000000006,0.1565164199772953
1.1500000000000006,0.15606484911041058
1.1600000000000006,0.15555005389016976
1.1700000000000006,0.1549732658643195
1.1800000000000006,0.154335808944556
1.1900000000000006,0.15363909364963696
1.2000000000000006,0.1528846111496574
1.2100000000000006,0.1520739271516887
1.2200000000000006,0.15120867566658233
1.2300000000000006,0.1502905526959874
1.2400000000000007,0.1493213098775397
1.2500000000000007,0.14830274812479824
1.2600000000000007,0.14723671129684748
1.2700000000000007,0.1461250799305956
1.2800000000000007,0.14496976506671508
1.2900000000000007,0.14377270219792185
1.3000000000000007,0.14253584536591882
1.3100000000000007,0.14126116143086048
1.3200000000000007,0.1399506245346772
1.3300000000000007,0.13860621077704385
1.3400000000000007,0.13722989312023492
1.3500000000000008,0.13582363653659263
1.3600000000000008,0.13438939340987235
1.3700000000000008,0.13292909919934995
1.3800000000000008,0.13144466837328467
1.3900000000000008,0.1299379906161587
1.4000000000000008,0.12841092731206316
1.4100000000000008,0.12686530830468523
1.4200000000000008,0.12530292893258144
1.4300000000000008,0.12372554733679834
1.4400000000000008,0.12213488203643351
1.4500000000000008,0.12053260976641013
1.4600000000000009,0.11892036357057448
1.4700000000000009,0.1172997311422089
1.4800000000000009,0.11567225340318056
1.4900000000000009,0.11403942331221675
1.5000000000000009,0.11240268489219608
