s,cost
0.5,0.03219810147151662
0.51,0.0327989333067279
0.52,0.03340212855777461
0.53,0.03400723393876479
0.54,0.03461377511964514
0.55,0.035221256814061505
0.56,0.03582916294474517
0.5700000000000001,0.036436956891067344
0.5800000000000001,0.03704408182325572
0.5900000000000001,0.03764996112756591
0.6000000000000001,0.03825399892644686
0.6100000000000001,0.03885558069742841
0.6200000000000001,0.03945407399408912
0.6300000000000001,0.04004882927203234
0.6400000000000001,0.04063918082230544
0.6500000000000001,0.04122444781414248
0.6600000000000001,0.04180393544829351
0.6700000000000002,0.04237693622152556
0.6800000000000002,0.04294273130214361
0.6900000000000002,0.043500592015587355
0.7000000000000002,0.044049781438316005
0.7100000000000002,0.04458955609730303
0.7200000000000002,0.04511916777153372
0.7300000000000002,0.04563786539093664
0.7400000000000002,0.046144897027196166
0.7500000000000002,0.046639511969894326
0.7600000000000002,0.0471209628804309
0.7700000000000002,0.047588508015178735
0.7800000000000002,0.04804141350836187
0.7900000000000003,0.048478955704210173
0.8000000000000003,0.04890042352705685
0.8100000000000003,0.049305120877222754
0.8200000000000003,0.04969236903978275
0.8300000000000003,0.050061509092651384
0.8400000000000003,0.050411904299870476
0.8500000000000003,0.050742942475539704
0.8600000000000003,0.051054038303518186
0.8700000000000003,0.05134463559784607
0.8800000000000003,0.05161420948880188
0.8900000000000003,0.05186226851962847
0.9000000000000004,0.052088356639232544
0.9100000000000004,0.052292055076593236
0.9200000000000004,0.05247298408320253
0.9300000000000004,0.05263080453060277
0.9400000000000004,0.05276521935097869
0.9500000000000004,0.0528759748097965
0.9600000000000004,0.05296286160064931
0.9700000000000004,0.05302571575375564
0.9800000000000004,0.05306441935095095
0.9900000000000004,0.05307890104149474
1.0000000000000004,0.053069136354570334
1.0100000000000005,0.053035147805961136
1.0200000000000005,0.052977004798026535
1.0300000000000005,0.052894823313751116
1.0400000000000005,0.052788765407281966
1.0500000000000005,0.052659038494980256
1.0600000000000005,0.052505894452572345
1.0700000000000005,0.05232962852547712
1.0800000000000005,0.052130578060787996
1.0900000000000005,0.05190912107068533
1.1000000000000005,0.05166567463823444
1.1100000000000005,0.05140069317757083
1.1200000000000006,0.051114666561379946
1.1300000000000006,0.050808118129333876
1.1400000000000006,0.050481602591748595
1.1500000000000006,0.05013570384316815
1.1600000000000006,0.04977103270086727
1.1700000000000006,0.04938822458339201
1.1800000000000006,0.04898793714423588
1.1900000000000006,0.048570847875579776
1.2000000000000006,0.04813765169671775
1.2100000000000006,0.04768905854135827
1.2200000000000006,0.04722579095743868
1.2300000000000006,0.04674858173243845
1.2400000000000007,0.04625817155642967
1.2500000000000007,0.04575530673428095
1.2600000000000007,0.045240736957544186
1.2700000000000007,0.04471521314561665
1.2800000000000007,0.044179485364798536
1.2900000000000007,0.04363430083287039
1.3000000000000007,0.04308040201580888
1.3100000000000007,0.04251852482225534
1.3200000000000007,0.041949396900360494
1.3300000000000007,0.04137373604065921
1.3400000000000007,0.04079224868769249
1.3500000000000008,0.040205628562196345
1.3600000000000008,0.03961455539482455
1.3700000000000008,0.03901969377157273
1.3800000000000008,0.038421692090326344
1.3900000000000008,0.03782118162726989
1.4000000000000008,0.03721877571127064
1.4100000000000008,0.036615069003788706
1.4200000000000008,0.03601063688136676
1.4300000000000008,0.03540603491731713
1.4400000000000008,0.034801798458849176
1.4500000000000008,0.034198442295565235
1.4600000000000009,0.03359646041499565
1.4700000000000009,0.032996325840641036
1.4800000000000009,0.0323984905478377
1.4900000000000009,0.031803385452659566
1.5000000000000009,0.031211420469010456
