rank,s=0.5,s=0.6,s=0.7,s=0.8,s=0.9,s=1.0,s=1.1,s=1.2,s=1.3,s=1.4,s=1.5
211,0.0011139436144749228,0.0010699103467025765,0.0009958535442208963,0.000893488660844158,0.0007691044284035692,0.0006331380592058777,0.0004979821353736104,0.00037479633805120025,0.00027091466017982875,0.00018901694137103252,0.00012799166087760456
212,0.0011113132834972457,0.001066879435596257,0.000992563017234007,0.0008901154121081934,0.0007658385910360253,0.0006301515589266047,0.0004953988760707767,0.0003726758513088937,0.00026925456775980507,0.0001877698949703584,0.00012708712827067247
213,0.0011087014977866842,0.0010638713133390271,0.000989298771216089,0.0008867706831186012,0.0007626018924067766,0.0006271931009034751,0.0004928410795298916,0.0003705772560040614,0.0002676123885726927,0.0001865368865802704,0.00012619319976326106
214,0.001106108040438833,0.0010608857027972853,0.0009860604743515675,0.0008834541005448482,0.0007593939375525074,0.0006242622920207485,0.000490308376984299,0.0003685002249415042,0.0002659878465805325,0.0001853176933759217,0.00012530970212692015
215,0.0011035326980844134,0.0010579223314821425,0.0009828478005391836,0.0008801652976578829,0.0007562143386760251,0.0006213587464764662,0.00048780040669799547,0.00036644443731475944,0.0002643806712622594,0.00018411209708834586,0.00012443646575468193
216,0.0011009752608155405,0.0010549809314504143,0.0009796604292675686,0.0008769039141833678,0.000753062714983659,0.0006184820856131491,0.0004853168137996678,0.0003644095785523699,0.0002627905974784289,0.00018291988389066587,0.00012357332456895483
217,0.001098435522113858,0.0010520612392081728,0.0009764980454940877,0.0008736695961588376,0.0007499386925270778,0.0006156319377531806,0.00048285725012139343,0.0003623953401685421,0.00026121736533986763,0.00018174084428765582,0.00012272011593217263
218,0.0010959132787804922,0.001049162995616776,0.0009733603395268551,0.0008704619957946557,0.0007468419040493934,0.0006128079380387165,0.0004804213740418552,0.0003604014196180511,0.000259660720080117,0.00018057477300854202,0.00012187668056010452
219,0.001093408330867763,0.0010462859458013022,0.0009702470069098221,0.0008672807713386592,0.0007437719888354071,0.0006100097282759827,0.0004780088503339203,0.0003584275201552503,0.0002581204119315449,0.000179421468902934,0.0001210428624377357
220,0.001090920481612609,0.0010434298390613187,0.0009671577483108428,0.0008641255869443713,0.0007407285925658759,0.0006072369567838192,0.00047561935001644583,0.0003564733506970531,0.0002565961960050012,0.00017828073483977993,0.00012021850873763003
221,0.0010884495373716656,0.0010405944287839133,0.0009640922694126303,0.0008609961125426744,0.0007377113671756705,0.0006044892782463358,0.00047325255021017274,0.0003545386256897568,0.00025508783217290224,0.00017715237760924604,0.0001194034697406914
222,0.0010859953075579587,0.0010377794723589195,0.0009610502808065145,0.0008578920237168386,0.0007347199707157007,0.0006017663535695505,0.0004709081339975798,0.0003526230649795842,0.00025359508495563136,0.00017603620782742171,0.00011859759875924216
223,0.0010835576045791582,0.0010349847310962773,0.0009580314978889164,0.0008548130015808002,0.0007317540672184987,0.0005990678497418843,0.00046858579028656925,0.0003507263936868224,0.0002521177234111457,0.00017493203984375727,0.0001178007520623415
224,0.0010811362437773491,0.0010322099701454554,0.0009550356407604603,0.0008517587326605944,0.0007288133265673411,0.0005963934396983939,0.0004662852136778639,0.00034884834208344427,0.0002506555210276865,0.00017383969165114406,0.00011701278880326821
225,0.0010787310433702803,0.0010294549584168866,0.0009520624341276407,0.0008487289087788462,0.000725897424368804,0.0005937428021886231,0.0004640061043359993,0.00034698864547410066,0.0002492082556194908,0.00017275898479854985,0.00011623357094909624
226,0.0010763418243940396,0.001026719468505347,0.0009491116072069742,0.0008457232269422259,0.0007230060418286462,0.0005911156216479654,0.00046174816786379605,0.00034514704408037544,0.0002477757092254089,0.000171689744306126,0.00011546296321229336
227,0.001073968410647123,0.0010240032766152315,0.000946182893631557,0.0008427413892317826,0.0007201388656309195,0.0005885115880724239,0.00045951111518020523,0.0003433232829282005,0.00024635766801033357,0.00017063179858270623,0.00011470083298427643
228,0.0010716106286358534,0.0010213061624876618,0.0009432760313599622,0.000839783102696067,0.0007172955878202074,0.0005859303968966676,0.0004572946624014211,0.00034151711173833164,0.0002449539221693506,0.00016958497934561908,0.00011394705027085861
229,0.001069268307521111,0.001018627909329382,0.0009403907625874041,0.0008368480792469648,0.0007144759056868981,0.0005833717488752847,0.00045509853072516035,0.0003397282848197877,0.0002435642658345254,0.00016854912154273919,0.00011320148762952712
230,0.00106694127906634,0.0010159683037433852,0.0009375268336591075,0.0008339360355581553,0.000711679521655402,0.0005808353499671314,0.00045292244631800905,0.00033795656096616137,0.0002421884969842404,0.00016752406327670612,0.00011246402010849142
231,0.001064629377586794,0.0010133271356612232,0.0009346839949858148,0.0008310466929661234,0.0007089061431752252,0.0005783209112226849,0.00045076614020574416,0.0003362017033547112,0.00024082641735500396,0.00016650964573124047,0.00011173452518744479
232,0.001062332439899986,0.0010107041982769529,0.000931862000961371,0.0008281797773736445,0.000706155482614811,0.0005758281486743113,0.0004486293481665387,0.0003344634794481503,0.00023947783235565202,0.0001655057130994913,0.00011101288271998362
233,0.0010600503052773107,0.0010080992879826702,0.0009290606098823254,0.0008253350191556761,0.0007034272571580752,0.0005733567832293571,0.00044651181062696136,0.00033274166089904567,0.00023814255098386888,0.0001645121125143498,0.00011029897487763155
234,0.0010577828153968006,0.001005512204305589,0.000926279583869494,0.0008225121530675795,0.0007007211887035444,0.0005709065405659837,0.000444413272560687,0.00033103602345675086,0.0002368203857449534,0.00016352869398066715,0.00010959268609541662
235,0.0010555298142969963,0.0010029427498466198,0.0009235186887914244,0.0008197109181556111,0.000698037003766033,0.0005684771510316604,0.0004423334833898363,0.00032934634687679216,0.00023551115257276162,0.00016255531030931705,0.0001088939030189522
236,0.0010532911483318852,0.0010003907302204083,0.0009207776941897122,0.000816931057669612,0.0006953744333807743,0.0005660683495442381,0.0004402721968888639,0.00032767241483263465,0.00023421467075275906,0.00016159181705304473,0.00010820251445297389
237,0.0010510666661268928,0.000997855953996791,0.0009180563732061124,0.000814172318977836,0.0006927332130099419,0.0005636798754955283,0.00043822917109092105,0.00032601401482975533,0.00023293076284711632,0.00016063807244404672,0.00010751841131128632
238,0.0010488562185358905,0.0009953382326436297,0.0009153545025113995,0.0008114344534838542,0.0006901130824514864,0.0005613114726573117,0.0004362041681966166,0.00032437093812195386,0.0002316592546217869,0.00015969393733322805,0.00010684148656807557
239,0.001046659658599191,0.0009928373804709875,0.0009126718622359251,0.0008087172165454773,0.0006875137857502252,0.000558962889089708,0.0004341969544851072,0.00032274297962983336,0.00023039997497550544,0.0001587592751310842,0.00010617163521054434
240,0.0010444768415025115,0.000990353214576607,0.0009100082359018237,0.0008060203673956373,0.0006849350711111168,0.0005566338770518342,0.0004322073002274456,0.00032112993786138607,0.0002291527558706492,0.00015783395175015882,0.00010550875419282842
241,0.001042307624536872,0.000987885554792656,0.0009073634103568265,0.0008033436690651743,0.0006823766908146599,0.0005543241929146897,0.00043023497960212293,0.00031953161483462154,0.0002279174322659053,0.0001569178355490276,0.00010485274239115503
242,0.0010401518670594067,0.000985434223633711,0.0009047371757096319,0.0008006868883074755,0.0006798384011343547,0.0005520335970761992,0.0004282797706127389,0.00031794781600217627,0.00022669384205068957,0.00015601079727776295,0.00010420350056020417
243,0.001038009430455062,0.0009829990462459333,0.0009021293252667943,0.0007980497955249125,0.000677319962256169,0.0005497618538783547,0.0004263414550077381,0.0003163783501778451,0.00022548182598126554,0.00015511271002483328,0.00010356093129063608
244,0.0010358801780991614,0.0009805798503574185,0.000899539655471088,0.0007954321646970284,0.000674821138199952,0.0005475087315263943,0.0004244198182021528,0.00031482302946498047,0.00022428122761851063,0.00015422344916539443,0.00010292493896774895
245,0.0010337639753208088,0.0009781764662296793,0.0008969679658413067,0.0007928337733104258,0.0006723416967427411,0.00054527400200996,0.0004225146492012939,0.00031328166918670095,0.0002230918932672825,0.0001533428923109302,0.00010229542973123243
246,0.0010316606893671129,0.0009757887266102336,0.0008944140589134577,0.000790254402290309,0.0006698814093439082,0.0005430574410261797,0.0004206257405263333,0.00031175408781785956,0.00022191367191733678,0.00015247091926020258,0.00010167231143598351
247,0.0010295701893682082,0.0009734164666862688,0.000891877740183313,0.000787693835933633,0.0006674400510720944,0.0005408588279046162,0.00041875288814172395,0.0003102401069187179,0.0002207464151857512,0.00015160741195147142,0.00010105549361395226
248,0.001027492346303052,0.0009710595240393534,0.0008893588180502853,0.0007851518618438174,0.0006650174005338835,0.0005386779455340331,0.00041689589138440485,0.0003087395510702788,0.00021958997726081097,0.00015075225441594625,0.00010044488743698679
249,0.0010254270329659785,0.0009687177386011678,0.0008868571037625852,0.0007826282708669825,0.0006626132398041657,0.0005365145802909244,0.00041505455289474007,0.00030725224781122764,0.00021844421484731375,0.00014990533273243366,9.984040568064724e-05
250,0.0010233741239339892,0.0009663909526102273,0.0008843724113636322,0.0007801228570296636,0.0006602273543581456,0.0005343685219697608,0.00041322867854914197,0.0003057780275764374,0.00021730898711325134,0.0001490665349831448,9.924196268895929e-05
251,0.0010213334955347616,0.0009640790105695715,0.000881904557639683,0.0007776354174779659,0.000657859533004947,0.0005322395637149013,0.0004114180773943328,0.00030431672363699175,0.0002161841556378294,0.00014823575121062854,9.864947434007996e-05
252,0.0010193050258153543,0.0009617817592053954,0.0008794533620686443,0.0007751657524181212,0.0006555095678227758,0.0005301275019541278,0.00040962256158319537,0.00030286817204168377,0.0002150695843607857,0.00014741287337579769,9.806285801284774e-05
253,0.0010172885945115965,0.0009594990474265953,0.0008770186467700403,0.0007727136650584064,0.0006531772540955914,0.0005280321363337557,0.0004078419463121721,0.00030143221155994705,0.00021396513953296964,0.0001465977953170164,9.748203255419145e-05
254,0.0010152840830181377,0.0009572307262852094,0.0008746002364561038,0.0007702789615523899,0.0006508623902512519,0.0005259532696552764,0.0004060760497601657,0.00030000868362617953,0.0002128706896681469,0.00014579041271021707,9.690691824737245e-05
255,0.0010132913743591463,0.0009549766489377261,0.0008721979583839598,0.0007678614509434691,0.0006485647778010902,0.000523890707813491,0.00040432469302890197,0.0002985974322854207,0.00021178610549599377,0.00014499062303001796,9.633743678103514e-05
256,0.0010113103531596377,0.0009527366706072395,0.0008698116423088761,0.000765460945110664,0.0006462842212808823,0.0005218442597360945,0.000402587700084713,0.0002971983041403436,0.00021071125991624828,0.0001441983255118119,9.577351121904292e-05
257,0.001009340905617417,0.000950510648546432,0.0008674411204385506,0.0007630772587156368,0.0006440205281931725,0.0005198137373246701,0.000400864897701702,0.0002958111482995252,0.00020964602795398385,0.00014341342111479823,9.521506597107611e-05
258,0.0010073829194756187,0.0009482984420013585,0.000865086227388409,0.0007607102091509004,0.0006417735089509154,0.0005177989553970551,0.00039915611540625157,0.0002944358163269597,0.00020859028671597492,0.00014263581248593127,9.466202676397001e-05
259,0.0010054362839958322,0.0009460999121760163,0.0008627468001378873,0.0007583596164891893,0.0006395429768224049,0.0005157997316310433,0.00039746118542283924,0.00029307216219277946,0.00020754391534812317,0.00014186540392475895,9.411432061377139e-05
260,0.0010035008899317948,0.0009439149221976763,0.0008604226779876719,0.0007560253034339591,0.0006373287478774502,0.0005138158865093854,0.0003957799426211225,0.0002917200422251508,0.00020650679499391468,0.00014110210134912602,9.357187579849307e-05
261,0.001001576629503641,0.0009417433370829625,0.0008581137025178773,0.0007537070952709865,0.0006351306409347716,0.0005118472432660544,0.0003941122244642623,0.00029037931506331214,0.00020547880875387942,0.00014034581226171798,9.303462183154645e-05
262,0.0009996633963726919,0.0009395850237046525,0.0008558197175471299,0.0007514048198210423,0.0006329484775105791,0.0005098936278337412,0.0003924578709584481,0.0002890498416117231,0.00020445984164602494,0.00013959644571742138,9.250248943583216e-05
263,0.0009977610856167721,0.000937439850759189,0.0008535405690925425,0.0007491183073936069,0.0006307820817683045,0.0005079548687925483,0.00039081672460359365,0.0002877314849952938,0.0002034497805672173,0.0001388539122914777,9.197541051847087e-05
264,0.0009958695937060428,0.0009353076887348786,0.000851276105330552,0.0007468473907416044,0.0006286312804694594,0.0005060307973198492,0.0003891886303451722,0.00028642411051566527,0.00020244851425548302,0.00013811812404840903,9.14533181461554e-05
265,0.0009939888184793346,0.0009331884098807659,0.0008490261765586002,0.0007445919050171265,0.0006264959029255861,0.0005041212471412838,0.0003875734355271598,0.00028512758560851257,0.00020145593325320683,0.00013738899451169338,9.093614652110685e-05
266,0.0009921186591209724,0.000931081888176159,0.000846790635157636,0.0007423516877281239,0.0006243757809512732,0.0005022260544828579,0.00038597098984605773,0.00028384177980184247,0.00020047192987120052,0.00013666643863416902,9.042383095761795e-05
267,0.0009902590161380775,0.0009289879993008004,0.0008445693355554188,0.000740126578696037,0.000622270748818212,0.0005003450580241206,0.00038438114530596484,0.00028256656467525923,0.0001994963981536191,0.00013595037276914796,8.991630785916649e-05
268,0.000988409791338334,0.0009269066206056556,0.0008423621341906029,0.0007379164200143448,0.0006201806432102631,0.0004984780988523888,0.00038280375617467293,0.0002813018138201727,0.0001985292338437013,0.00013524071464221844,8.941351469608377e-05
269,0.000986570887808214,0.0009248376310843154,0.0008401688894775831,0.000735721056008009,0.0006181053031795091,0.0004966250204179934,0.0003812386789407566,0.0002800474028009222,0.0001975703343503118,0.00013453738332371796,8.891538998376183e-05
270,0.0009847422098916436,0.000922780911344989,0.0008379894617720834,0.0007335403331937864,0.000616044570103268,0.0004947856684905193,0.00037968577227163357,0.00027880320911679424,0.00019661959871526395,0.00013384029920185836,8.842187326138494e-05
271,0.0009829236631691027,0.0009207363435830759,0.0008358237133374685,0.000731374100241395,0.0006139982876420416,0.0004929598911160156,0.0003781448969725678,0.0002775691121649077,0.00019567692758140157,0.0001331493839564849,8.793290507117089e-05
272,0.0009811151544371496,0.0009187038115543055,0.0008336715083117639,0.0007292222079355052,0.0006119663016983783,0.0004911475385751477,0.00037661591594659213,0.00027634499320394534,0.00019474222316141974,0.00013246456053345258,8.744842693810757e-05
273,0.0009793165916883566,0.0009166832005484249,0.0008315327126753625,0.0007270845091385407,0.0006099484603766227,0.0004893484633422718,0.0003750986941553271,0.00027513073531870827,0.00019381538920740446,0.00013178575311960253,8.696838135017188e-05
274,0.0009775278840916495,0.0009146743973634283,0.0008294071942194054,0.0007249608587542672,0.0006079446139435334,0.00048756252004540223,0.0003735930985806703,0.00027392622338547236,0.0001928963309810726,0.00013111288711832255,8.649271173901737e-05
275,0.000975748941973041,0.0009126772902803076,0.0008272948225148177,0.000722851113692147,0.0006059546147897467,0.0004857895654270553,0.00037209899818733684,0.0002727313440381258,0.00019198495522469315,0.00013044588912567592,8.602136246111782e-05
276,0.0009739796767967481,0.0009106917690383191,0.0008251954688819834,0.0007207551328324464,0.0006039783173920618,0.00048402945830594275,0.0003706162638862267,0.0002715459856350664,0.0001910811701326717,0.00012978468690708354,8.555427877935466e-05
277,0.0009722200011466834,0.0009087177248107493,0.0008231090063610455,0.0007186727769920714,0.0006020155782765316,0.00048228205953949535,0.00036914476849859935,0.00027037003822683975,0.0001901848853237811,0.00012912920937454417,8.509140684503602e-05
278,0.0009704698287083158,0.0009067550501811687,0.0008210353096828158,0.000716603908891117,0.0006000662559823364,0.00048054723198719503,0.00036768438672103325,0.00026920339352449937,0.00018929601181402077,0.00012847938656437892,8.46326936803357e-05
279,0.0009687290742508859,0.0009048036391201633,0.0008189742552402776,0.0007145483931201128,0.0005981302110264213,0.00047882484047469606,0.00036623499509115255,0.0002680459448686688,0.00018841446199008906,0.0001278351496154858,8.417808716114112e-05
280,0.0009669976536099747,0.0009028633869625314,0.000816925721060671,0.000712506096107947,0.0005962073058688785,0.000477114751758715,0.0003647964719540996,0.00026689758719928956,0.0001875401495834514,0.00012719643074809097,8.372753600029887e-05
281,0.0009652754836704092,0.0009009341903849362,0.0008148895867781433,0.0007104768860904521,0.0005942974048790585,0.0004754168344926697,0.00036336869742973515,0.0002657582170260352,0.00018667298964499026,0.00012656316324298358,8.328098973124762e-05
282,0.0009635624823495063,0.0008990159473839996,0.0008128657336069529,0.000708460633079638,0.0005924003743023883,0.00047373095919305035,0.0003619515533805485,0.0002646277323993768,0.00018581289852022078,0.00012593528142122165,8.283839869202783e-05
283,0.0009618585685806393,0.0008971085572548344,0.000810854044315213,0.000706457208833555,0.0005905160822278822,0.0004720569982065025,0.00036054492338025813,0.0002635060328822808,0.00018495979382505772,0.0001253127206242964,8.239971400965856e-05
284,0.000960163662297125,0.0008952119205699955,0.0008088544031991634,0.0007044664868267731,0.0005886443985563283,0.0004703948256776064,0.000359148692683088,0.0002623930195225261,0.00018411359442212002,0.00012469541719474338,8.196488758487138e-05
285,0.0009584776844164204,0.0008933259391588485,0.0008068666960579556,0.0007024883422214615,0.0005867851949691327,0.0004687443175173341,0.0003577627481937005,0.00026128859482562147,0.0001832742203975587,0.00012408330845718865,8.153387207719223e-05
286,0.0009568005568246251,0.0008914505160873393,0.0008048908101689425,0.000700522651839056,0.0005849383448978077,0.00046710535137216855,0.0003563869784377701,0.0002601926627283111,0.0001824415930383949,0.0001234763326998189,8.1106620890362e-05
287,0.0009551322023612798,0.0008895855556381626,0.0008029266342634574,0.0006985692941324981,0.0005831037234940861,0.0004654778065938683,0.00035502127353318386,0.00025910512857265185,0.00018161563481035518,0.0001228744291562643,8.068308815808703e-05
288,0.0009534725448044562,0.0008877309632913124,0.0008009740585030744,0.0006966281491590337,0.0005812812076006492,0.0004638615642098618,0.0003536655251618503,0.0002580258990806482,0.00018079626933619142,0.00012227753798788385,8.026322873011097e-05
289,0.0009518215088561296,0.0008858866457050126,0.0007990329744563353,0.0006946990985535582,0.0005794706757224507,0.00046225650689425674,0.00035231962654210387,0.0002569548823294316,0.00017998342137447298,0.00012168560026644266,7.984699815859959e-05
290,0.0009501790201278316,0.000884052510697014,0.0007971032750759356,0.0006927820255024944,0.0005776720079986257,0.000460662518939449,0.00035098347240169016,0.0002558919877269698,0.0001791770167988396,0.00012109855795717128,7.943435268483044e-05
291,0.0009485450051265713,0.0008822284672262527,0.0007951848546763576,0.0006908768147181917,0.0005758850861749699,0.0004590794862283169,0.00034965695895131603,0.00025483712598829396,0.00017837698257770282,0.00012051635390219739,7.902524922617966e-05
292,0.0009469193912410236,0.0008804144253748607,0.0007932776089119393,0.0006889833524138336,0.0005741097935769713,0.000457507296206987,0.00034833998385875415,0.0002537902091122302,0.0001775832467543856,0.00011993893180434037,7.861964536339822e-05
293,0.000945302106727977,0.0008786102963305194,0.000791381434755371,0.000687101526278842,0.0005723460150833904,0.0004559458378581577,0.0003470324462234842,0.00025275115035862313,0.00017679573842768834,0.00011936623621125946,7.82174993281701e-05
294,0.0009436930806990347,0.0008768159923691498,0.0007894962304766088,0.000685231225454768,0.0005705936371003662,0.00045439500167496666,0.0003457342465518625,0.00025171986422603993,0.0001760143877328714,0.00011879821249994704,7.781876999094533e-05
295,0.0009420922431075637,0.0008750314268379329,0.0007876218956221963,0.000683372340511655,0.0005688525475360421,0.00045285467963539054,0.00034444528673280316,0.0002506962664299425,0.00017523912582304338,0.00011823480686155783,7.742341684904101e-05
296,0.0009404995247358869,0.0008732565141386489,0.0007857583309949828,0.0006815247634248664,0.0005671226357756983,0.00045132476517716286,0.00034316547001396117,0.00024968027388131716,0.00017446988485094548,0.00011767596628656606,7.703140001500315e-05
297,0.000938914857182713,0.0008714911697113339,0.000783905438634234,0.0006796883875523661,0.0005654037926573762,0.00044980515317319934,0.0003418947009784046,0.0002486718046657493,0.00017370659795112192,0.00011712163855024212,7.664268020522337e-05
298,0.0009373381728507977,0.0008697353100182413,0.00078206312179612,0.0006778631076124406,0.0005636959104479874,0.00044829573990751745,0.0003406328855217638,0.00024767077802293483,0.0001729491992224672,0.0001165717721984411,7.62572187288033e-05
299,0.0009357694049348324,0.0008679888525281051,0.0007802312849345781,0.0006760488196618532,0.0005619988828198935,0.00044679642305163947,0.00033937993082984745,0.0002466771143266146,0.0001721976237111408,0.00011602631653369515,7.58749774766611e-05
300,0.0009342084874095556,0.0008662517157006968,0.0007784098336825386,0.0006742454210744224,0.0005603126048279464,0.00044530710164146736,0.0003381357453567125,0.00024569073506492463,0.00017145180739384062,0.0001154852216016024,7.54959189108737e-05
301,0.0009326553550180816,0.0008645238189716705,0.0007765986748335047,0.0006724528105200107,0.0005586369728869788,0.0004438276760546186,0.00033690023880317965,0.0002447115628211506,0.00017071168716142624,0.00011494843817750505,7.512000605424913e-05
302,0.0009311099432604403,0.0008628050827376873,0.0007747977163234829,0.0006706708879439198,0.000556971884749735,0.00044235804798821253,0.0003356733220957822,0.00024373952125487678,0.0001699772008028837,0.00011441591775344978,7.474720248012289e-05
303,0.0009295721883823282,0.0008610954283418171,0.0007730068672132517,0.0006688995545466777,0.0005553172394852306,0.00044089812043709634,0.0003344549073661386,0.00024277453508352145,0.00016924828698962357,0.0001138876125254231,7.43774723023732e-05
304,0.000928042027364061,0.0008593947780592084,0.0007712260376709636,0.000667138712764213,0.0005536729374575334,0.0004394477976725007,0.00033324490793073847,0.00024181653006424836,0.00016852488526010386,0.00011336347538085545,7.401078016564955e-05
305,0.0009265193979097255,0.0008577030550830211,0.000769455138955072,0.0006653882662484069,0.0005520388803049536,0.00043800698522111536,0.0003320432382711341,0.0002408654329762452,0.00016780693600477128,0.00011284345988638732,7.364709123580917e-05
306,0.000925004238436527,0.0008560201835106175,0.0007676940833975761,0.0006636481198480126,0.0005504149709196363,0.0004365755898445758,0.00033084981401452536,0.00023992117160336228,0.00016709438045131136,0.00011232752027589104,7.32863711905567e-05
307,0.0009234964880643293,0.0008543460883300051,0.0007659427843875789,0.0006619181795899356,0.0005488011134275457,0.00043515351951934917,0.0003296645519147308,0.00023898367471710043,0.0001663871606502017,0.00011181561143874213,7.292858621028172e-05
308,0.0009219960866053788,0.0008526806954065262,0.0007642011563551468,0.0006601983526608677,0.0005471972131688333,0.00043374068341701363,0.000328487369833536,0.0002380528720599422,0.00016568521946056056,0.00011130768890833413,7.257370296908955e-05
309,0.0009205029745542137,0.0008510239314697885,0.0007624691147554685,0.000658488547389264,0.0005456031766785803,0.00043233699188491976,0.0003273181867224094,0.0002371286943290168,0.00016498850053628364,0.00011080370885083132,7.222168862602057e-05
310,0.0009190170930777515,0.000849375724100832,0.0007607465760533062,0.0006567886732276595,0.0005440189116679067,0.00043094235642722646,0.0003261569226045785,0.00023621107316009195,0.00016429694831246255,0.00011030362805415328,7.187251081645347e-05
311,0.0009175383840055527,0.0008477360017195282,0.0007590334577077304,0.0006550986407353136,0.0005424443270054401,0.00042955668968630285,0.0003250034985574567,0.00023529994111188467,0.00016361050799207824,0.00010980740391718627,7.152613764368808e-05
312,0.0009160667898202545,0.0008461046935722044,0.000757329678157134,0.0006534183615611776,0.0005408793326991329,0.00042817990542448793,0.0003238578366954149,0.00023439523165068356,0.00016292912553296312,0.00010931499443921537,7.118253767070331e-05
313,0.0009146022536481762,0.0008444817297194892,0.0007556351568045208,0.0006517477484271799,0.0005393238398784237,0.0004268119185061988,0.0003227198601528874,0.0002334968791352761,0.00016225274763502517,0.00010882635820957301,7.084167991208634e-05
314,0.0009131447192500844,0.0008428670410243765,0.0007539498140030591,0.0006500867151118171,0.0005377777607767343,0.00042545264488038286,0.000321589493067807,0.00023260481880217276,0.00016158132172772868,0.00010834145439749807,7.050353382612843e-05
315,0.0009116941310121242,0.0008412605591405004,0.0007522735710418978,0.0006484351764340495,0.0005362410087142923,0.00042410200156330226,0.0003204666605653604,0.00023171898675112266,0.00016091479595782492,0.00010786024274220089,7.0168069307084e-05
316,0.0009102504339369062,0.0008396622165006193,0.0007506063501322398,0.0006467930482374917,0.0005347134980812782,0.00042275990662164623,0.0003193512887420572,0.0002308393199309123,0.00016025311917732747,0.0001073826835431295,6.983525667758858e-05
317,0.0009088135736347472,0.000838071946305302,0.0007489480743936634,0.0006451602473748916,0.0005331951443212817,0.0004214262791559628,0.0003182433046501055,0.00022996575612544302,0.0001595962409317263,0.00010690873765043216,6.950506668123232e-05
318,0.0009073834963150659,0.000836489682511814,0.0007472986678406907,0.0006435366916928947,0.0005316858639150696,0.00042010103928440324,0.0003171426362820868,0.0002290982339400793,0.00015894411144843536,0.0001064383664556118,6.917747047528496e-05
319,0.0009059601487779222,0.0008349153598232003,0.0007456580553695956,0.0006419223000170829,0.0005301855743646502,0.0004187841081267718,0.0003160492125559247,0.00022823669278826213,0.0001582966816254682,0.00010597153188236768,6.885243962356909e-05
320,0.0009045434784057077,0.0008333489136775562,0.0007440261627454475,0.0006403169921372864,0.0005286941941776336,0.0004174754077888757,0.0003149629633001388,0.00022738107287838187,0.00015765390302033608,0.00010550819637762025,6.852994608947798e-05
321,0.000903133433154974,0.0008317902802374885,0.0007424029165893841,0.0006387206887931607,0.0005272116428518792,0.0004161748613471658,0.0003138838192393803,0.00022653131520090488,0.0001570157278391647,0.00010504832290271482,6.820996222913473e-05
322,0.0009017299615484027,0.0008302393963797593,0.0007407882443661097,0.0006371333116600235,0.000525737840860424,0.0004148823928336653,0.0003128117119802405,0.00022568736151574748,0.00015638210892602282,0.00010459187492479996,6.789246078468927e-05
323,0.0009003330126669128,0.0008286961996851071,0.0007391820743716163,0.0006355547833349448,0.0005242727096366869,0.00041359792722117715,0.00031174657399732754,0.0002248491543398923,0.0001557529997524593,0.00010413881640837646,6.757741487775041e-05
324,0.0008989425361419002,0.0008271606284282486,0.0007375843357211174,0.0006339850273230877,0.0005228161715599417,0.0004123213904087661,0.00031068833861960517,0.00022401663693524161,0.00015512835440724399,0.00010368911180701341,6.72647980029492e-05
325,0.0008975584821476109,0.0008256326215680475,0.0007359949583371963,0.0006324239680242933,0.0005213681499410546,0.0004110527092075084,0.0003096369400169885,0.00022318975329670252,0.0001545081275863064,0.0001032427260552271,6.695458402163133e-05
326,0.0008961808013936412,0.0008241121187378569,0.0007344138729381602,0.0006308715307199015,0.00051992856900848,0.00040979181132650376,0.00030859231318718967,0.00022236844814049801,0.00015389227458286955,0.0001027996245605193,6.664674715567481e-05
327,0.0008948094451175655,0.0008225990602360242,0.0007328410110265988,0.0006293276415598093,0.0005184973538945078,0.0004085386253591444,0.00030755439394280907,0.0002215526668927006,0.00015328075127777352,0.00010235977319557124,6.634126198143067e-05
328,0.0008934443650776864,0.0008210933870165598,0.0007312763048781401,0.0006277922275497558,0.0005170744306217596,0.00040729308076963483,0.00030652311889866707,0.0002207423556779815,0.00015267351412998469,0.00010192313829058994,6.603810342378362e-05
329,0.0008920855135459072,0.0008195950406799637,0.0007297196875304021,0.0006262652165388318,0.0005156597260899255,0.0004060551078797575,0.0003054984254593704,0.0002199374613085726,0.00015207052016728668,0.00010148968662580323,6.573724675032994e-05
330,0.0008907328433007234,0.0008181039634642087,0.0007281710927721355,0.0006247465372072089,0.0005142531680627404,0.00040482463785587947,0.00030448025180710776,0.00021913793127343546,0.00015147172697714905,0.00010105938542410016,6.543866756566992e-05
331,0.000889386307620329,0.0008166200982358761,0.000726630455132553,0.0006232361190540845,0.0005128546851551897,0.000403601602696194,0.00030346853688967106,0.00021834371372763298,0.00015087709269776965,0.00010063220234381378,6.514234180581237e-05
332,0.0008880458602758403,0.0008151433884814399,0.0007250977098708422,0.0006217338923858366,0.0005114642068209445,0.0004023859352181934,0.0003024632204086965,0.00021755475748189983,0.0001502865760092868,0.00010020810547164295,6.484824573268851e-05
333,0.0008867114555246277,0.0008136737782986999,0.0007235727929658582,0.0006202397883043854,0.0005100816633400186,0.000401177569046367,0.00030146424280812065,0.00021677101199240665,0.00014970013612515765,9.978706331570989e-05,6.455635592877304e-05
334,0.0008853830481037606,0.0008122112123883555,0.0007220556411059918,0.0006187537386957565,0.0005087069858066435,0.0003999764386001204,0.00030047154526284797,0.00021599242735071452,0.00014911773278369932,9.936904479875103e-05,6.426664929180951e-05
